"","YEAR","POLE_PERC","MATURE_PERC","LATE_PERC","MOSAIC_PERC","POLE_PERC_SE","MATURE_PERC_SE","LATE_PERC_SE","MOSAIC_PERC_SE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"341",2010,47.7878642099166,46.8729463058819,3.17583603737385,2.16335344682763,6.83624303433649,6.83492674050992,6.83611293959476,6.87400120905389,105,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"342",2010,39.6323747932193,45.7975523931587,10.6576248104175,3.91244800320451,18.7280149567704,18.7137912650233,18.7246164673236,18.7257813487743,28,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"343",2010,21.5613537142684,61.4787332474283,13.6960123315582,3.26390070674511,11.5039082199067,11.498153582035,11.5043671743921,11.5145820193696,73,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"344",2010,27.303308410697,63.3045302680634,9.39216132123961,0,15.0789022580027,15.0735809186732,15.0794237179622,NA,41,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"345",2010,17.5179596218565,70.1682933765138,7.62943081332486,4.68431618830479,8.25984127972832,8.25261715847188,8.27511451684824,8.26693063479958,107,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"346",2010,11.5778674752457,72.1627160260764,13.6677261482385,2.59169035043937,9.31762302927677,9.31337765021652,9.31286546561071,9.32964388750455,103,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"347",2010,18.0266970044497,64.8340589477171,14.1760868184253,2.96315722940794,10.5687169669844,10.5645134642463,10.5733960706759,10.6055412016937,85,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"348",2010,20.7944614206555,60.8930849017041,15.3898518572756,2.92260182036484,14.2466602147029,14.250331761486,14.2575416241488,14.2976283729776,48,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"349",2010,10.3656492392207,67.3242220211678,20.6059823817614,1.70414635785017,8.07841050978389,8.06746196872574,8.07013282103975,8.09328328683555,140,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"350",2010,17.0118124152601,60.1027314204727,16.5304994141802,6.35495675008696,13.8660952292423,13.8584566353303,13.8759958422672,13.8806345903218,56,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"351",2010,48.8953683763666,34.0697544157556,17.0348772078778,0,37.9938499536823,37.9861752670108,37.9929616694469,NA,6,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"352",2010,28.2700543835417,48.3383417026978,20.3012521518096,3.09035176195088,12.355205788215,12.3597466753803,12.3589947023032,12.3804946682738,57,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"353",2010,18.5697277531223,58.726209583809,16.5041628663104,6.19989979675818,19.3619159089291,19.3757507687663,19.3948706791112,19.4483234902539,26,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"354",2010,31.5603716756582,54.0719899064372,11.1416151829864,3.22602323491814,7.65613038127793,7.65750560903135,7.65931678918916,7.66578348913427,156,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"355",2010,0,100,0,0,NA,62.3914564330153,NA,NA,3,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"356",2010,59.0167265195758,40.9832734804242,0,0,30.8233982661249,30.7898328160914,NA,NA,10,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"357",2010,4.6920449029368,27.9263342023542,61.0088832561769,6.37273763853206,30.9779849921053,30.7171329885938,30.721622387857,30.893597981959,12,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"358",2010,16.9254183249952,52.6583739996141,27.4639747999314,2.95223287545941,19.1206223769254,19.0716095064397,19.0979821261319,19.224120252577,30,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"359",2010,28.9865598467403,46.5773372448215,19.5208083882096,4.91529452022865,13.3547885638698,13.343344143655,13.3471402671168,13.3468664470764,56,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"360",2010,0,90.0415244237622,9.95847557623775,0,NA,53.4252636327829,53.8193951231791,NA,4,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"361",2010,14.0098209306778,54.6413983501733,28.9108131634849,2.43796755566395,6.2298435972962,6.22452258433546,6.21987893050055,6.23897103925805,214,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"362",2010,29.3615849450409,51.8761584295198,12.4736446529912,6.2886119724481,8.44684474065649,8.44504536901696,8.44204593287567,8.44607498508952,139,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"363",2010,13.485340843969,61.0942598434533,24.1275729299553,1.29282638262229,12.0449245869833,12.0366681718887,12.0359201822517,12.1110774156962,65,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"364",2010,46.2584252615097,53.7415747384903,0,0,70.082987787273,70.0550212983037,NA,NA,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"365",2010,27.473034652187,55.6980673613583,14.5056958651385,2.3232021213163,6.03858857347976,6.03958567053704,6.040635690759,6.04677817271306,212,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"366",2010,32.5303904654739,56.2946629498342,8.92904199086544,2.24590459382642,17.3661053478934,17.3801128116933,17.4059060550334,17.3718125070736,35,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"367",2010,0,85.8901783806268,12.8482651416463,1.26155647772683,NA,38.0145155083653,37.9772837539341,38.2584520352322,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"368",2010,3.28178679330962,87.4184386294017,7.55953619793732,1.74023837935131,25.9863695783292,25.9573759889848,25.9613868884649,25.9563226279449,15,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"369",2010,0.329039449320315,73.0095175016489,23.2765551755101,3.38488787352078,27.001990029807,26.8431470128557,26.8363315237968,27.001990029807,16,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"370",2010,18.4635966339332,58.1777624110473,20.9814900653501,2.37715088966941,4.76829249420685,4.7682188404569,4.7686127918951,4.7809414244658,369,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"371",2010,0,0,0,100,NA,NA,NA,99.9503878158174,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"372",2010,16.7390992194461,51.4799433600185,30.5364534894794,1.24450393105606,4.59483081450107,4.60258161871099,4.61439555019285,4.64216275004013,254,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"373",2010,19.6208655541812,55.0043480958819,23.5984799029189,1.77630644701798,21.5477457275744,21.534028485196,21.5396472079286,21.707088630193,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"374",2010,18.4797575009747,67.6025319659899,9.28619267633084,4.63151785670455,20.3865348132311,20.3832743487979,20.3798769686029,20.4280158444356,24,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"375",2010,15.4979450817402,62.6708253795373,14.8288128013005,7.00241673742206,21.7545749788778,21.7223931119867,21.7158042103028,21.8060146604113,22,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"376",2010,17.5583830095517,47.3248509713449,35.1167660191034,0,60.3496180160518,60.1041789763473,59.7614318253557,NA,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"377",2011,0,100,0,0,NA,103.118750783962,NA,NA,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"378",2011,69.8248924168704,22.1386853418882,4.80642397664827,3.22999826459317,19.1584230910509,19.1606053553835,19.1760042420052,19.181264240549,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"379",2011,63.988969584754,28.278774535919,2.46968650094473,5.26256937838227,5.57276337242357,5.57490213545491,5.59065268765495,5.57895540469181,234,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"380",2011,63.9250850433638,36.0749149566362,0,0,43.5570115707993,43.5592646426028,NA,NA,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"381",2011,58.2945973257947,35.6939873394105,2.70138621604255,3.31002911875216,11.4145050470092,11.4163113916741,11.4601623592514,11.4344810679684,72,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"382",2011,66.2973982725279,31.5781819339784,0,2.12441979349376,12.5428059294995,12.5426330181418,NA,12.5697979241909,60,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"383",2011,49.7540268610228,39.6655700431361,3.98327158926542,6.59713150657576,6.45730727917061,6.46542269646326,6.47893606930205,6.46617524798239,183,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"384",2011,36.8181654398801,51.6386766312977,5.74601058091178,5.79714734791036,15.2533374732343,15.2512494867323,15.2740104106269,15.2511698559925,41,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"385",2011,41.2474289352408,48.6945938326656,3.24385099902245,6.81412623307109,17.3067459364711,17.3040888874354,17.3271333951029,17.3210442831989,32,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"386",2011,20.9429884369092,68.9759261318484,10.0810854312423,0,19.8252733001662,19.7899004745117,19.8710162099125,NA,26,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"387",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,17916319.7071,467338.758145,268,463,"211","211E","211Ec","Humid Temperate","Warm Continental","Northeastern Mixed Forest","St. Lawrence and Champlain Valley","Champlain Glacial Lake and Marine Plains",0,4427.21375746,1791.62984277,12
"388",2011,45.2474704266215,48.732483753554,3.6165526776443,2.40349314218012,6.13753238428489,6.13333830378822,6.14452596652314,6.17097460050126,137,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"389",2011,38.7486988434478,46.6840138112607,10.6107861082033,3.95650123708815,18.7271729755852,18.721651798899,18.7303614230673,18.727416291872,28,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"390",2011,21.1612794119118,62.7690593593378,12.780623537813,3.28903769093743,11.5892065032802,11.5835361286675,11.5907495877919,11.5997274742415,72,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"391",2011,31.7145713841088,57.9628777458227,9.69863594943912,0.623914920629444,15.1974435150028,15.1986861912771,15.2034117626962,15.2216785822581,40,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"392",2011,15.6536044847043,72.5125287364888,7.61856097881557,4.21530579999129,8.17270577973241,8.1667817999671,8.18904051026886,8.17501136075331,116,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"393",2011,9.33813845387116,73.3467708658188,15.8005569184293,1.51453376188068,9.32862792896375,9.3236330001629,9.32109371483177,9.35234540581864,103,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"394",2011,16.7886350748668,61.9877994843735,19.9173852547377,1.30618018602204,10.6863521694996,10.6787718751926,10.6853807141411,10.7486949955059,83,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"395",2011,20.8204288575377,58.2333088460537,18.1057491168598,2.84051317954875,14.0761439179224,14.0797267426412,14.0903083588637,14.1282969929617,49,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"396",2011,10.1902787713702,65.0184788556317,23.7023132072609,1.08892916573721,8.08918570995726,8.07685596971702,8.08322422932681,8.11848627325804,140,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"397",2011,16.8994122460658,57.3990971377542,23.4843306940878,2.21715992209224,13.6196133974571,13.6192740291639,13.6296290282641,13.6710679403442,58,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"398",2011,49.1520912070495,33.898605861967,16.9493029309835,0,37.9131563480787,37.9062384230975,37.9130391341648,NA,6,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"399",2011,25.8020225269065,52.1327861946828,19.1209273685897,2.94426390982103,12.1093103906947,12.11123363046,12.1167625065579,12.1344968782785,59,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"400",2011,13.7602557665261,63.5867929767053,16.3202421567667,6.33270910000191,19.5196394460546,19.522028768696,19.5444450365686,19.5992792783024,26,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"401",2011,31.341389425741,53.9186437730518,11.3696644301876,3.37030237101957,7.66034341774861,7.66184284424919,7.66300173826076,7.67052175394912,156,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"402",2011,0,100,0,0,NA,63.055149473166,NA,NA,3,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"403",2011,41.234840129729,58.765159870271,0,0,30.7314833620041,30.7163131958377,NA,NA,10,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"404",2011,4.80841883005337,28.0518818508121,60.9144487884198,6.2252505307147,31.376909556797,31.1132100921052,31.1162546388429,31.2934437081652,12,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"405",2011,16.4746872387738,40.1943562720739,40.4257941455859,2.9051623435664,18.8544496493998,18.8097146885562,18.8222291792338,18.95604039175,31,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"406",2011,26.2373694754811,45.4643116760258,21.2429262156566,7.05539263283648,13.6336405351181,13.6280059221528,13.6229272366817,13.6242608242042,55,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"407",2011,0,90.2854611844386,9.71453881556138,0,NA,52.8341207225314,53.2236596961201,NA,4,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"408",2011,14.7578144953277,53.6697945685896,29.2653875313603,2.30700340472241,6.2429464486116,6.23757962437953,6.23334781981146,6.25093941366821,213,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"409",2011,30.7966206709741,53.1455914560801,12.0479486336513,4.0098392392945,8.42385272644777,8.42200636551704,8.42137861013714,8.42678030358431,140,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"410",2011,14.8919542354607,54.9629542590553,28.6833106205291,1.46178088495485,12.0782080074127,12.0722914547247,12.0788864183599,12.1356490851255,64,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"411",2011,46.2584252615097,53.7415747384903,0,0,70.082987787273,70.0550212983037,NA,NA,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"412",2011,25.872546690665,57.2220667535731,15.4017320207775,1.50365453498446,6.04405310755222,6.04572082465805,6.04517193163046,6.05739346490973,212,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"413",2011,33.2580939597104,55.9835876691587,9.45064930004796,1.30766907108296,17.3387604725031,17.3530636209551,17.3744223811389,17.3574397596376,35,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"414",2011,0,85.6936390146003,13.0305184374418,1.27584254795786,NA,38.3121147656809,38.2764547715215,38.5566619848867,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"415",2011,11.1392651859193,79.023398644363,7.96962185552895,1.86771431418876,26.7563884663001,26.7494654041662,26.7509653011257,26.7416615195158,14,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"416",2011,0.328513437801551,73.0243086220693,23.2677012415142,3.37947669861493,26.9467050960899,26.7885929974172,26.7812550973774,26.9467050960899,16,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"417",2011,17.7640713614675,57.8087688408773,21.5716529981208,2.85550679953443,4.75484087230811,4.75464258113643,4.755065486813,4.76436361794664,370,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"418",2011,0,0,0,100,NA,NA,NA,99.5915492662957,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"419",2011,16.3088917364335,52.0621860568136,30.8465124276536,0.78240977909919,4.5785325122072,4.58433015138254,4.59448940364359,4.64542925444226,268,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
